[11657] [05-09-2012 16:30:17]:	Finished writing sequence region
[11657] [05-09-2012 16:33:18]:	going to write exon:   _DDB0189891_CDS_DDB0189305:1752808..1752891
[11657] [05-09-2012 16:33:18]:	going to write exon:   _DDB0189891_CDS_DDB0189305:1750730..1751666
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0306537_exon_DDB0232428:1761067..1761188
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0306537_exon_DDB0232428:1761414..1761737
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0306537_exon_DDB0232428:1761872..1762608
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0306537_exon_DDB0232428:1762718..1763956
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0252551_CDS_DDB0232428:1764264..1766742
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0306538_exon_DDB0232428:1766830..1768018
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0308357_exon_DDB0232428:1772054..1772395
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0308357_exon_DDB0232428:1771284..1771909
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0231843_CDS_DDB0189305:2990976..2991607
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0231843_CDS_DDB0189305:2990506..2990904
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0231843_CDS_DDB0189305:2989952..2990426
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0346766_exon_DDB0232428:2998815..2998818
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0346766_exon_DDB0232428:2999043..2999433
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0305224_CDS_DDB0232428:3013600..3014302
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0305225_CDS_DDB0232428:3015025..3015487
[11657] [05-09-2012 16:33:19]:	going to write exon:   _DDB0266857_CDS_DDB0232428:3018084..3018878
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0266857_CDS_DDB0232428:3017740..3017984
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0233950_CDS_DDB0232428:3019089..3019092
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0233950_CDS_DDB0232428:3019190..3019301
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0233950_CDS_DDB0232428:3019434..3019753
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0233950_CDS_DDB0232428:3019866..3020229
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0233950_CDS_DDB0232428:3020301..3020441
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0237740_CDS_DDB0232428:306884..306988
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0237740_CDS_DDB0232428:304918..306737
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0229344_CDS_DDB0189305:3180989..3181142
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0229344_CDS_DDB0189305:3178813..3180874
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0305294_CDS_DDB0232428:1358200..1359552
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0305294_CDS_DDB0232428:1355834..1357947
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0308335_exon_DDB0232428:795720..797355
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0307350_exon_DDB0232428:800625..800788
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0307350_exon_DDB0232428:800340..800535
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0307350_exon_DDB0232428:799345..800214
[11657] [05-09-2012 16:33:20]:	going to write exon:   _DDB0234170_CDS_DDB0232428:806803..809101
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0308337_exon_DDB0232428:820113..821706
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0307343_exon_DDB0232428:824717..824730
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0307343_exon_DDB0232428:824833..825057
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0202186_CDS_DDB0189305:1126625..1126725
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0202186_CDS_DDB0189305:1126769..1126807
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0347193_exon_DDB0232428:1135911..1137066
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0347193_exon_DDB0232428:1137177..1139138
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0347193_exon_DDB0232428:1139216..1139439
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0191135_CDS_DDB0189305:2791068..2792430
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0191134_CDS_DDB0189305:2428453..2428601
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0191134_CDS_DDB0189305:2427089..2428303
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0232938_CDS_DDB0232428:3949671..3949732
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0232938_CDS_DDB0232428:3949935..3950633
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0231363_CDS_DDB0189305:3388267..3388362
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0231363_CDS_DDB0189305:3387385..3388162
[11657] [05-09-2012 16:33:21]:	going to write exon:   _DDB0231363_CDS_DDB0189305:3386975..3387306
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0306584_exon_DDB0232428:3397404..3398144
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0306584_exon_DDB0232428:3397003..3397310
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0220443_CDS_DDB0189305:3408822..3408906
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0220443_CDS_DDB0189305:3408167..3408648
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0220443_CDS_DDB0189305:3407716..3408093
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0220443_CDS_DDB0189305:3406492..3407618
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0220443_CDS_DDB0189305:3406143..3406389
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0220443_CDS_DDB0189305:3405816..3405977
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0191331_CDS_DDB0189305:4596120..4596177
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0191331_CDS_DDB0189305:4596380..4597406
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0347770_exon_DDB0232428:4605551..4605654
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0347770_exon_DDB0232428:4604757..4605455
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0307103_exon_DDB0232428:4606768..4606819
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0307103_exon_DDB0232428:4605943..4606549
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0307104_exon_DDB0232428:4608176..4608218
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0307104_exon_DDB0232428:4607794..4608049
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0307104_exon_DDB0232428:4607305..4607638
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0304466_CDS_DDB0232428:4610084..4611533
[11657] [05-09-2012 16:33:22]:	going to write exon:   _DDB0308414_exon_DDB0232428:4611668..4613378
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0307709_exon_DDB0232428:4614753..4614877
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0307709_exon_DDB0232428:4614966..4615310
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0307709_exon_DDB0232428:4615422..4615947
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0252837_CDS_DDB0232428:4616747..4616811
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0252837_CDS_DDB0232428:4616912..4617175
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0252837_CDS_DDB0232428:4617245..4617341
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0252837_CDS_DDB0232428:4617474..4617678
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0252837_CDS_DDB0232428:4617938..4618103
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0238670_CDS_DDB0232428:4644689..4644894
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0238670_CDS_DDB0232428:4645149..4645330
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0238670_CDS_DDB0232428:4645413..4645639
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0238670_CDS_DDB0232428:4645730..4645831
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0238670_CDS_DDB0232428:4645916..4646184
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0308416_exon_DDB0232428:4649482..4652713
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0306622_exon_DDB0232428:4367252..4367403
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0306622_exon_DDB0232428:4367008..4367127
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0306622_exon_DDB0232428:4366772..4366879
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0306622_exon_DDB0232428:4366497..4366672
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0230173_CDS_DDB0189305:4363483..4364083
[11657] [05-09-2012 16:33:23]:	going to write exon:   _DDB0304649_CDS_DDB0232428:4369736..4370482
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0304649_CDS_DDB0232428:4370732..4374066
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0267165_CDS_DDB0232428:4375991..4377095
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0307453_exon_DDB0232428:4377431..4377449
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0307453_exon_DDB0232428:4377571..4377910
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0307454_exon_DDB0232428:4377986..4379075
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0305155_CDS_DDB0232428:4380121..4380433
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0305155_CDS_DDB0232428:4379765..4380048
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0305155_CDS_DDB0232428:4379265..4379633
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0216652_CDS_DDB0189305:2690643..2691978
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0231455_CDS_DDB0189305:2247287..2249174
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0306555_exon_DDB0232428:2261645..2263586
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0220505_CDS_DDB0189305:2261388..2261719
[11657] [05-09-2012 16:33:24]:	going to write exon:   _DDB0220505_CDS_DDB0189305:2261836..2264337
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306313_CDS_DDB0232428:2272610..2273030
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306313_CDS_DDB0232428:2271072..2272521
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306556_exon_DDB0232428:2277031..2277646
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306556_exon_DDB0232428:2276443..2276875
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306556_exon_DDB0232428:2276259..2276322
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0307407_exon_DDB0232428:2278921..2281414
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0234062_CDS_DDB0232428:2284579..2284779
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0234062_CDS_DDB0232428:2281502..2284476
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0235229_CDS_DDB0232428:764515..764906
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0235229_CDS_DDB0232428:765033..766873
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0235229_CDS_DDB0232428:766948..767051
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306488_exon_DDB0232428:768454..768575
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306488_exon_DDB0232428:767151..768320
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0306489_exon_DDB0232428:774329..775937
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0237549_CDS_DDB0232428:778367..778499
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0237549_CDS_DDB0232428:776561..778204
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0237549_CDS_DDB0232428:776323..776483
[11657] [05-09-2012 16:33:25]:	going to write exon:   _DDB0346739_exon_DDB0232428:780177..780564
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0346739_exon_DDB0232428:780687..783237
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0308333_exon_DDB0232428:787873..788000
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0308333_exon_DDB0232428:786563..787664
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0308333_exon_DDB0232428:786321..786482
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0308334_exon_DDB0232428:788840..788933
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0308334_exon_DDB0232428:788306..788759
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0231221_CDS_DDB0189305:3186167..3187123
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0231221_CDS_DDB0189305:3187299..3190861
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0191164_CDS_DDB0189305:4012774..4013025
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0191164_CDS_DDB0189305:4012078..4012667
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0191164_CDS_DDB0189305:4010905..4011973
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0191164_CDS_DDB0189305:4010734..4010809
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0202205_CDS_DDB0189305:1283383..1283397
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0202205_CDS_DDB0189305:1283241..1283341
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0202205_CDS_DDB0189305:1282938..1282980
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0202207_CDS_DDB0189305:1288428..1288433
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0202207_CDS_DDB0189305:1288188..1288348
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0349262_exon_DDB0232428:1299414..1299499
[11657] [05-09-2012 16:33:26]:	going to write exon:   _DDB0349262_exon_DDB0232428:1299195..1299343
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1298977..1299121
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1298673..1298799
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1298380..1298602
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1297919..1298156
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1297683..1297821
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1295630..1297597
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0349262_exon_DDB0232428:1295306..1295506
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0232045_CDS_DDB0189305:3450519..3451008
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0232045_CDS_DDB0189305:3451092..3451689
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0232386_CDS_DDB0189305:3458640..3459035
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0232386_CDS_DDB0189305:3459137..3459749
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0232386_CDS_DDB0189305:3459847..3461108
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0306586_exon_DDB0232428:3468499..3469879
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0347808_exon_DDB0232428:3474630..3474697
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0347808_exon_DDB0232428:3473012..3474403
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0306512_exon_DDB0232428:1112699..1114253
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0238616_CDS_DDB0232428:1116877..1117968
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0238616_CDS_DDB0232428:1114620..1116793
[11657] [05-09-2012 16:33:27]:	going to write exon:   _DDB0346750_exon_DDB0232428:1121666..1122038
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233987_CDS_DDB0232428:1128798..1129200
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233987_CDS_DDB0232428:1129679..1129952
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233987_CDS_DDB0232428:1130055..1132710
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0189651_CDS_DDB0189305:1128687..1128703
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0189651_CDS_DDB0189305:1127696..1127782
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0189651_CDS_DDB0189305:1127146..1127176
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0304987_CDS_DDB0232428:1141517..1141587
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0304987_CDS_DDB0232428:1141663..1142703
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233620_CDS_DDB0232428:2749039..2749221
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233620_CDS_DDB0232428:2748627..2748898
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233620_CDS_DDB0232428:2748294..2748420
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0233620_CDS_DDB0232428:2747912..2747927
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0234063_CDS_DDB0232428:2777614..2778011
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0234063_CDS_DDB0232428:2778389..2778425
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0234063_CDS_DDB0232428:2778524..2778958
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0234063_CDS_DDB0232428:2779114..2779574
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0234063_CDS_DDB0232428:2779682..2781943
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0216658_CDS_DDB0189305:2881472..2881712
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0216658_CDS_DDB0189305:2880904..2881371
[11657] [05-09-2012 16:33:28]:	going to write exon:   _DDB0216658_CDS_DDB0189305:2880007..2880809
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0307113_exon_DDB0232428:2931464..2932451
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0347176_exon_DDB0232428:3225751..3225869
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0347176_exon_DDB0232428:3225378..3225615
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0347176_exon_DDB0232428:3223231..3225108
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0307468_exon_DDB0232428:3225751..3225869
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0307468_exon_DDB0232428:3225361..3225615
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0307773_CDS_DDB0232428:3239823..3239958
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0307773_CDS_DDB0232428:3240081..3243303
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0307773_CDS_DDB0232428:3243879..3244143
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0235290_CDS_DDB0232428:3250408..3250465
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0235290_CDS_DDB0232428:3249736..3250306
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0235290_CDS_DDB0232428:3249583..3249735
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0235290_CDS_DDB0232428:3248833..3249509
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0238370_CDS_DDB0232428:3291491..3292826
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0238370_CDS_DDB0232428:3292925..3292937
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0234137_CDS_DDB0232428:4423806..4424037
[11657] [05-09-2012 16:33:29]:	going to write exon:   _DDB0234137_CDS_DDB0232428:4424133..4426401
[11657] [05-09-2012 16:33:30]:	going to write exon:   _DDB0267046_CDS_DDB0232428:3783827..3783834
